*********************************************
*   Spectrum of j=11 model in the format:
* 
*   R-charge    Energy  Spin
* 
*   for R < 0 and j_z = 0.  The energy is in
*   units of the coupling.
* 
*   (Other sectors can be gotten from 
*   charge conjugation and SO(3) symmetry.)
*********************************************


-23/6	23/3	0
-3/2	1.7470323983616822	4
-3/2	1.7387065445381609	4
-3/2	1.690142685974763	4
-3/2	1.671933900298427	4
-3/2	1.6443185172590802	4
-3/2	1.6123207282656722	4
-3/2	1.5812601964626083	4
-3/2	1.547249464916547	4
-3/2	1.5288211096436157	4
-3/2	1.4910564850329706	4
-3/2	1.475826175826569	4
-3/2	1.4409531023391082	4
-3/2	1.4179925654759131	4
-3/2	1.3676662453779045	4
-3/2	1.3429101461317146	4
-3/2	1.2626697238986253	4
-3/2	1.244137103024741	4
-3/2	1.2327042054052413	4
-3/2	1.16900009146309	4
-3/2	1.1162655812449884	4
-3/2	1.0884135374199673	4
-3/2	1.065643640207611	4
-3/2	5.772219263230824	3
-3/2	5.28849799915227	3
-3/2	4.9811088824241665	3
-3/2	4.875447379296645	3
-3/2	4.8095021254236485	3
-3/2	4.73703252734461	3
-3/2	4.631584891160998	3
-3/2	4.4848058347800475	3
-3/2	4.469705400183074	3
-3/2	4.289783229153642	3
-3/2	4.164332795772026	3
-3/2	4.141783952495274	3
-3/2	4.038886796326295	3
-3/2	3.9509631197062163	3
-3/2	3.9064884002622478	3
-3/2	3.833146814225813	3
-3/2	3.8188125570506486	3
-3/2	3.7654554877692306	3
-3/2	3.738430057866424	3
-3/2	3.676713296671238	3
-3/2	3.666666666663673	3
-3/2	3.6282879895886992	3
-3/2	3.610204500139048	3
-3/2	3.5746538700865074	3
-3/2	3.4681136979274356	3
-3/2	3.4367067971759866	3
-3/2	3.319848895921666	3
-3/2	3.2926746322959275	3
-3/2	3.2504081115198744	3
-3/2	3.2114581661730597	3
-3/2	3.180632569185093	3
-3/2	3.122478602821502	3
-3/2	3.054318339173193	3
-3/2	3.0243636402138634	3
-3/2	3.0031719483374673	3
-3/2	2.9817389968136467	3
-3/2	2.9671067162218208	3
-3/2	2.9139722428874393	3
-3/2	2.8938844125204923	3
-3/2	2.8545564412830515	3
-3/2	2.8398709415532153	3
-3/2	2.7759296752118416	3
-3/2	2.7601727362561803	3
-3/2	2.70349346697256	3
-3/2	2.6668712259462097	3
-3/2	2.651020060077201	3
-3/2	2.613179871525432	3
-3/2	2.5590555338538366	3
-3/2	2.5118730337104296	3
-3/2	2.50072928720121	3
-3/2	2.440134880620633	3
-3/2	2.4013565318386156	3
-3/2	2.3808122823055555	3
-3/2	2.3353008344378736	3
-3/2	2.3021117616673337	3
-3/2	2.255026705536153	3
-3/2	2.227810770299925	3
-3/2	2.1755981028489373	3
-3/2	2.151522602618087	3
-3/2	2.1089053115988747	3
-3/2	2.0113775196070094	3
-3/2	1.9948698516299714	3
-3/2	1.9661981988477066	3
-3/2	1.929411569638944	3
-3/2	1.8941801623292918	3
-3/2	1.8885380175179023	3
-3/2	1.8494091539606075	3
-3/2	1.8108552005496108	3
-3/2	1.7888185643113843	3
-3/2	1.7510820110664156	3
-3/2	1.6984106050566936	3
-3/2	1.676778842171899	3
-3/2	1.6510899957030745	3
-3/2	1.5984834834113997	3
-3/2	1.546692872419186	3
-3/2	1.5344891580528213	3
-3/2	1.4760592126669962	3
-3/2	1.4382445707981049	3
-3/2	1.2798843188275555	3
-3/2	1.2276947307215949	3
-3/2	1.1807671651704084	3
-3/2	6.4181292707745285	2
-3/2	5.506417189076899	2
-3/2	5.40571104806898	2
-3/2	4.926990007422063	2
-3/2	4.786379186293857	2
-3/2	4.62993490872185	2
-3/2	4.507089385846456	2
-3/2	4.50233783904919	2
-3/2	4.479541196879012	2
-3/2	4.334978904651834	2
-3/2	4.1422973336865	2
-3/2	4.125688683454058	2
-3/2	3.941070755475508	2
-3/2	3.90619545660995	2
-3/2	3.778594188443435	2
-3/2	3.760654238089316	2
-3/2	3.6774201415379224	2
-3/2	3.6666666666809107	2
-3/2	3.6666666666655203	2
-3/2	3.666666666657818	2
-3/2	3.666666666650954	2
-3/2	3.5723038753916967	2
-3/2	3.4665874389960436	2
-3/2	3.418811540708532	2
-3/2	3.379279069205481	2
-3/2	3.356806055150315	2
-3/2	3.21495614554199	2
-3/2	3.1733441922185364	2
-3/2	3.121049836588014	2
-3/2	3.0932464102981214	2
-3/2	3.0587086182128758	2
-3/2	2.9929174532256297	2
-3/2	2.978302832507069	2
-3/2	2.8896920132943364	2
-3/2	2.8747735498489817	2
-3/2	2.8437333807684695	2
-3/2	2.691893942075538	2
-3/2	2.681747801685958	2
-3/2	2.6491531640832875	2
-3/2	2.551761121783443	2
-3/2	2.5030470122581505	2
-3/2	2.4727647251400384	2
-3/2	2.4128730303883543	2
-3/2	2.3739167520289755	2
-3/2	2.3534180385834276	2
-3/2	2.32724005107832	2
-3/2	2.272115368302508	2
-3/2	2.1676459598257765	2
-3/2	2.162756840764601	2
-3/2	2.1079120152431443	2
-3/2	2.0556191122139325	2
-3/2	2.0257007512732486	2
-3/2	2.0124064403720183	2
-3/2	1.8572098863133846	2
-3/2	1.8457715985390166	2
-3/2	1.79517398928445	2
-3/2	1.7748324041749441	2
-3/2	1.7312092120075988	2
-3/2	1.7147275850670098	2
-3/2	1.611707210198034	2
-3/2	1.5693677469820528	2
-3/2	1.52383481558374	2
-3/2	1.4482543062637774	2
-3/2	1.4108127225482576	2
-3/2	1.3689244121491555	2
-3/2	1.305862072212534	2
-3/2	1.2684430210661617	2
-3/2	1.173879900680987	2
-3/2	1.1114961162024457	2
-3/2	1.0510773377241236	2
-3/2	6.135694442729573	1
-3/2	4.993476545625086	1
-3/2	4.489197223243252	1
-3/2	4.263108391237822	1
-3/2	4.222144350716775	1
-3/2	4.055275578692125	1
-3/2	3.8875059094963618	1
-3/2	3.754564594625478	1
-3/2	3.6707470900258485	1
-3/2	3.5484958317343853	1
-3/2	3.405136970107904	1
-3/2	3.260818789132813	1
-3/2	3.1284800286764494	1
-3/2	3.027298856753994	1
-3/2	2.9206540754348254	1
-3/2	2.8819491458570283	1
-3/2	2.7048679846104022	1
-3/2	2.6347570098918496	1
-3/2	2.6070113543979474	1
-3/2	2.544565633819012	1
-3/2	2.4838647261292124	1
-3/2	2.4353677992892955	1
-3/2	2.372338065523408	1
-3/2	2.2146619304842545	1
-3/2	2.072666096128259	1
-3/2	2.0643239477543247	1
-3/2	1.9828854562085212	1
-3/2	1.9084263531040477	1
-3/2	1.8502962155173535	1
-3/2	1.778152336426487	1
-3/2	1.571073044001949	1
-3/2	1.502690975403489	1
-3/2	1.3457780778082977	1
-3/2	4.840617709402513	0
-3/2	4.796428222952009	0
-3/2	4.186505772322618	0
-3/2	3.796971505606646	0
-3/2	3.6666666666839713	0
-3/2	3.666666666671995	0
-3/2	3.646348572166329	0
-3/2	2.9922173484120838	0
-3/2	2.8211420712269426	0
-3/2	2.435136072077996	0
-3/2	2.16180301540112	0
-3/2	1.9848292312355076	0
-3/2	1.7450400104728716	0
-3/2	1.6515922553705917	0
-3/2	1.4782339009836967	0
-3/2	1.2546795709113925	0
-3/2	1.1640001956951092	0
-3/2	0.9325373780115673	0
-7/6	0.6027437892335001	60
-7/6	0.6833928536507301	58
-7/6	0.9745562460593646	57
-7/6	0.8369986149700708	56
-7/6	0.5017648676803219	56
-7/6	1.4272416601888835	55
-7/6	0.8704352349523106	55
-7/6	1.861836251890054	54
-7/6	1.3021833509628777	54
-7/6	0.9408689586562105	54
-7/6	0.6077983279537875	54
-7/6	1.5351476569194347	53
-7/6	0.966855541584664	53
-7/6	0.8270868908366538	53
-7/6	0.55202370727784	53
-7/6	2.0202314712296356	52
-7/6	1.4894066168635618	52
-7/6	1.324611371732317	52
-7/6	1.098397703783121	52
-7/6	0.8785406196548138	52
-7/6	0.7076867934083566	52
-7/6	0.4521572859302978	52
-7/6	1.9634695143977297	51
-7/6	1.7554277139206533	51
-7/6	1.4495043327406165	51
-7/6	1.236270978115499	51
-7/6	0.9454288153356174	51
-7/6	0.851462617625657	51
-7/6	0.5628752132251975	51
-7/6	2.0109781395149184	50
-7/6	1.829673649132019	50
-7/6	1.7216351640672656	50
-7/6	1.4699688681284897	50
-7/6	1.3179156789628905	50
-7/6	1.2325470554278581	50
-7/6	1.0458992915664567	50
-7/6	0.9262231034372235	50
-7/6	0.8856023346961592	50
-7/6	0.713500682853919	50
-7/6	0.5795362839271547	50
-7/6	2.258491989960021	49
-7/6	2.1030310843270854	49
-7/6	1.9056099667577655	49
-7/6	1.7205660205872846	49
-7/6	1.4703181987351854	49
-7/6	1.3518758263599011	49
-7/6	1.1298013842097134	49
-7/6	0.9779354112324654	49
-7/6	0.8204960439179558	49
-7/6	0.7369181402900722	49
-7/6	0.6564212644370855	49
-7/6	0.5659193986648461	49
-7/6	2.4064973627537256	48
-7/6	2.223115200031316	48
-7/6	2.0931631856656168	48
-7/6	1.910313781016157	48
-7/6	1.8315613580853096	48
-7/6	1.625818347085442	48
-7/6	1.524633369052026	48
-7/6	1.427977006576839	48
-7/6	1.4166555138508556	48
-7/6	1.2106770050158957	48
-7/6	1.1490303929967922	48
-7/6	1.039740970096318	48
-7/6	1.0107900615912513	48
-7/6	0.856229178229114	48
-7/6	0.8034196882872493	48
-7/6	0.6688214398236596	48
-7/6	0.6342931444451096	48
-7/6	0.46523400720616337	48
-7/6	2.4535867472659447	47
-7/6	2.2635317734821	47
-7/6	2.164914199813211	47
-7/6	1.9988677543660742	47
-7/6	1.9169970754883252	47
-7/6	1.7773076389130438	47
-7/6	1.668494159450347	47
-7/6	1.5862317447754322	47
-7/6	1.4639356466504978	47
-7/6	1.3025229224876966	47
-7/6	1.2372823008336127	47
-7/6	1.1668465642942465	47
-7/6	1.1018285987665877	47
-7/6	0.9538953103328822	47
-7/6	0.9018349390753428	47
-7/6	0.8410455981647829	47
-7/6	0.7858460698771523	47
-7/6	0.6502732777153142	47
-7/6	0.5664418108935934	47
-7/6	2.987451807333855	46
-7/6	2.593836365645984	46
-7/6	2.4267953550297534	46
-7/6	2.277460792211059	46
-7/6	2.237912481461535	46
-7/6	2.0778907438361784	46
-7/6	1.9379087717898074	46
-7/6	1.8204072441949393	46
-7/6	1.7556948223646032	46
-7/6	1.7185909905601875	46
-7/6	1.5798221370350802	46
-7/6	1.533204778083018	46
-7/6	1.4795745507144602	46
-7/6	1.3707982241321588	46
-7/6	1.3244843306893017	46
-7/6	1.1854501541820355	46
-7/6	1.1064729317004094	46
-7/6	1.0104966800863622	46
-7/6	0.9855091485733283	46
-7/6	0.91138638893608	46
-7/6	0.8654089785777614	46
-7/6	0.8013150337865227	46
-7/6	0.7706714188898331	46
-7/6	0.7260245122888591	46
-7/6	0.6276346771264798	46
-7/6	0.612786653196963	46
-7/6	0.5031465512074647	46
-7/6	2.860334449032962	45
-7/6	2.8068387789462577	45
-7/6	2.6666666668461403	45
-7/6	2.5808071271312656	45
-7/6	2.4339562660534284	45
-7/6	2.2526850539652514	45
-7/6	2.0203673200376215	45
-7/6	1.9758314753271407	45
-7/6	1.8788826843519928	45
-7/6	1.7779880454982049	45
-7/6	1.7581642479708535	45
-7/6	1.6797481422909186	45
-7/6	1.6362338757680845	45
-7/6	1.5970514357977663	45
-7/6	1.507943142329168	45
-7/6	1.4437866122680134	45
-7/6	1.3343633210315602	45
-7/6	1.279848552941985	45
-7/6	1.2324897404760122	45
-7/6	1.1383915867627366	45
-7/6	1.0836153247437323	45
-7/6	1.052209099092579	45
-7/6	1.0082448787798057	45
-7/6	0.8850805299953208	45
-7/6	0.8666785853856709	45
-7/6	0.8150032651246875	45
-7/6	0.7294805806450313	45
-7/6	0.6601975323355873	45
-7/6	0.5694049888770678	45
-7/6	0.5086929147073533	45
-7/6	3.1570586677262327	44
-7/6	2.8492267132533016	44
-7/6	2.7138725364857237	44
-7/6	2.4975499982756446	44
-7/6	2.418624075529806	44
-7/6	2.329330348802614	44
-7/6	2.2481067516710027	44
-7/6	2.1721742667941726	44
-7/6	2.0620896223845193	44
-7/6	2.058678261950263	44
-7/6	1.9919970654736971	44
-7/6	1.9283467284185463	44
-7/6	1.886817721555417	44
-7/6	1.8420041129284073	44
-7/6	1.8069992154050851	44
-7/6	1.6841952495306032	44
-7/6	1.6689300702491892	44
-7/6	1.6095247599005233	44
-7/6	1.5842204013388255	44
-7/6	1.4814858816898777	44
-7/6	1.450844961022085	44
-7/6	1.3921178296513972	44
-7/6	1.3214975473019877	44
-7/6	1.2361756916361628	44
-7/6	1.225524836423574	44
-7/6	1.1533998348313617	44
-7/6	1.0786205475378665	44
-7/6	1.0616561156857642	44
-7/6	0.9612060827494133	44
-7/6	0.9303778259418323	44
-7/6	0.8767462616378907	44
-7/6	0.846949868813681	44
-7/6	0.8001021766394842	44
-7/6	0.7776058025192469	44
-7/6	0.7595272028192994	44
-7/6	0.7161805168361752	44
-7/6	0.6742545002853149	44
-7/6	0.6484004282247042	44
-7/6	0.5615464438451454	44
-7/6	3.1451495659566717	43
-7/6	2.9000675973220496	43
-7/6	2.75099185470026	43
-7/6	2.694164709202596	43
-7/6	2.666666666569654	43
-7/6	2.450816497730557	43
-7/6	2.4219644657932804	43
-7/6	2.3348412036939408	43
-7/6	2.264186038679327	43
-7/6	2.1911250849370845	43
-7/6	2.0903293290684815	43
-7/6	2.0381697425837046	43
-7/6	1.9621726940604276	43
-7/6	1.9073003912635613	43
-7/6	1.8694992957171053	43
-7/6	1.8345958250647527	43
-7/6	1.727187037729891	43
-7/6	1.7080129482783377	43
-7/6	1.6453910373602412	43
-7/6	1.5706949703526334	43
-7/6	1.5529784640311846	43
-7/6	1.5416594773269026	43
-7/6	1.46510717527417	43
-7/6	1.4204093903754256	43
-7/6	1.4001156503072707	43
-7/6	1.31491068869218	43
-7/6	1.2917246272481862	43
-7/6	1.2475621184930787	43
-7/6	1.188495901915303	43
-7/6	1.1424086193437688	43
-7/6	1.0837630154201179	43
-7/6	1.0135906622381299	43
-7/6	0.9764569107574061	43
-7/6	0.945957080257358	43
-7/6	0.9079482235247269	43
-7/6	0.8789655671062064	43
-7/6	0.8510200934979366	43
-7/6	0.7809004023583839	43
-7/6	0.7624468575886567	43
-7/6	0.7099010428064503	43
-7/6	0.6788329439877998	43
-7/6	0.6283521717123222	43
-7/6	0.47081126731063705	43
-7/6	3.2977268780377926	42
-7/6	3.128146835428197	42
-7/6	2.9506902600405738	42
-7/6	2.9396732755340054	42
-7/6	2.8182579462154536	42
-7/6	2.695080243429402	42
-7/6	2.666666666387755	42
-7/6	2.650275403721025	42
-7/6	2.5621004667773377	42
-7/6	2.4813178885087837	42
-7/6	2.455379958206322	42
-7/6	2.3343293196012382	42
-7/6	2.2769978177529993	42
-7/6	2.2155117468355456	42
-7/6	2.147726752969902	42
-7/6	2.0579318143136334	42
-7/6	2.0073785159765976	42
-7/6	1.9449597879938665	42
-7/6	1.911914836971846	42
-7/6	1.885542097610596	42
-7/6	1.8505126230447786	42
-7/6	1.8381115240772488	42
-7/6	1.7973252387164393	42
-7/6	1.7494298386664013	42
-7/6	1.7250044423344661	42
-7/6	1.6545564715052024	42
-7/6	1.6484507414206746	42
-7/6	1.622437130594335	42
-7/6	1.5902414805023	42
-7/6	1.5257827113309759	42
-7/6	1.4482595994486474	42
-7/6	1.3963454274708056	42
-7/6	1.3720394374613534	42
-7/6	1.3430069808746339	42
-7/6	1.2669849503217847	42
-7/6	1.2513755520340055	42
-7/6	1.195761238108389	42
-7/6	1.1466205371762044	42
-7/6	1.1192342058129725	42
-7/6	1.1059585868642898	42
-7/6	1.084286321696709	42
-7/6	1.031682419743447	42
-7/6	1.0053724958415842	42
-7/6	0.9987349393486511	42
-7/6	0.9368711938514025	42
-7/6	0.9001373467908707	42
-7/6	0.8576140797449625	42
-7/6	0.8428958817967214	42
-7/6	0.8205060362743097	42
-7/6	0.7722987091838149	42
-7/6	0.7068828297997243	42
-7/6	0.6594398470551823	42
-7/6	0.6410995894475491	42
-7/6	0.5992828411690425	42
-7/6	0.5692906313270214	42
-7/6	0.48228332916187355	42
-7/6	3.540563589078374	41
-7/6	3.3374660536355805	41
-7/6	3.230819972632162	41
-7/6	3.113959601119859	41
-7/6	2.9935897740724613	41
-7/6	2.7446490827132948	41
-7/6	2.666666666737001	41
-7/6	2.6591703928643255	41
-7/6	2.6441808347590268	41
-7/6	2.582964375927986	41
-7/6	2.4993224564750562	41
-7/6	2.4308451481047086	41
-7/6	2.422407401187229	41
-7/6	2.342102298498503	41
-7/6	2.2470543284725863	41
-7/6	2.174975454392552	41
-7/6	2.134739247187099	41
-7/6	2.104343167586194	41
-7/6	2.095315828206367	41
-7/6	2.030313172195747	41
-7/6	1.9790396657699603	41
-7/6	1.9399441582645522	41
-7/6	1.900604433278204	41
-7/6	1.874217909120489	41
-7/6	1.8154947314687888	41
-7/6	1.7977548243943602	41
-7/6	1.742522267770255	41
-7/6	1.721106897239224	41
-7/6	1.7040201381387305	41
-7/6	1.6838791706395568	41
-7/6	1.627589178737253	41
-7/6	1.582579570589587	41
-7/6	1.5435050534360926	41
-7/6	1.5075107438024133	41
-7/6	1.4154441449936712	41
-7/6	1.3917116660159081	41
-7/6	1.3757650202533114	41
-7/6	1.336687571987568	41
-7/6	1.3298828293918632	41
-7/6	1.2896597020080662	41
-7/6	1.223902164005267	41
-7/6	1.220075859593635	41
-7/6	1.1814247214933857	41
-7/6	1.1602704910183093	41
-7/6	1.1215052391416975	41
-7/6	1.089125497819623	41
-7/6	1.0531358635635115	41
-7/6	1.0325424991096952	41
-7/6	0.9691932486384758	41
-7/6	0.9572252212528838	41
-7/6	0.9132763161833282	41
-7/6	0.906368760362966	41
-7/6	0.8458561498555355	41
-7/6	0.8090179019854986	41
-7/6	0.7881142736077891	41
-7/6	0.7614618341322057	41
-7/6	0.7347845512776985	41
-7/6	0.6863399929716252	41
-7/6	0.659829990741855	41
-7/6	0.6257836368167773	41
-7/6	0.5457944240260986	41
-7/6	3.5573443111788947	40
-7/6	3.39759901376965	40
-7/6	3.2977018714154838	40
-7/6	3.1891368023643736	40
-7/6	3.1650723024940817	40
-7/6	3.137722452163871	40
-7/6	3.0018102376998286	40
-7/6	2.9567983974629897	40
-7/6	2.8297812475575483	40
-7/6	2.7642453633525292	40
-7/6	2.6703776418216876	40
-7/6	2.666666666686069	40
-7/6	2.601816287744441	40
-7/6	2.5802291708096163	40
-7/6	2.551499085762771	40
-7/6	2.507793829012371	40
-7/6	2.390921486352454	40
-7/6	2.3837766609576647	40
-7/6	2.3537804863080964	40
-7/6	2.2416796957113547	40
-7/6	2.188916944920493	40
-7/6	2.1734004964018823	40
-7/6	2.1219134563943953	40
-7/6	2.06759437956498	40
-7/6	2.0463742971696774	40
-7/6	2.037273329035088	40
-7/6	1.9831061177246738	40
-7/6	1.9582312507918687	40
-7/6	1.9485143917045207	40
-7/6	1.9027811653359095	40
-7/6	1.8815578044959693	40
-7/6	1.8546953230761574	40
-7/6	1.8208394265093375	40
-7/6	1.7926376233954215	40
-7/6	1.735169536434114	40
-7/6	1.7121463936273358	40
-7/6	1.696808897824667	40
-7/6	1.6498906776469084	40
-7/6	1.6443694973204401	40
-7/6	1.603360698907636	40
-7/6	1.5694754472642671	40
-7/6	1.5528100102455937	40
-7/6	1.5380122319620568	40
-7/6	1.4835139858550974	40
-7/6	1.4652239466740866	40
-7/6	1.4480933173472295	40
-7/6	1.4181049092148896	40
-7/6	1.3936046162780258	40
-7/6	1.3466307915732614	40
-7/6	1.329327336854476	40
-7/6	1.283032494058716	40
-7/6	1.2697812113328837	40
-7/6	1.2467453594508697	40
-7/6	1.2252483688353095	40
-7/6	1.182344721899426	40
-7/6	1.1512801182689145	40
-7/6	1.1219856028037611	40
-7/6	1.083523451561632	40
-7/6	1.0456396416630014	40
-7/6	1.020361603863421	40
-7/6	1.0111319276329596	40
-7/6	0.977525426162174	40
-7/6	0.9430963550621527	40
-7/6	0.9231655378607684	40
-7/6	0.8950737993800431	40
-7/6	0.8704486943097436	40
-7/6	0.8412995396793121	40
-7/6	0.8222932179050986	40
-7/6	0.7961781260237331	40
-7/6	0.7484008897226886	40
-7/6	0.7341781967479619	40
-7/6	0.7038420365643105	40
-7/6	0.6562669101185747	40
-7/6	0.6514363509268151	40
-7/6	0.6355580387680675	40
-7/6	0.576180748110346	40
-7/6	0.4584990951916552	40
-7/6	3.717859617081558	39
-7/6	3.5080885428578767	39
-7/6	3.376569957319589	39
-7/6	3.321158077862492	39
-7/6	3.1964525120893086	39
-7/6	3.1546716781485884	39
-7/6	3.0552688942843815	39
-7/6	2.966924763564748	39
-7/6	2.880069695198472	39
-7/6	2.8636591196591326	39
-7/6	2.834313036812091	39
-7/6	2.7445661953970557	39
-7/6	2.7074452748638578	39
-7/6	2.666666666726087	39
-7/6	2.5931030274186924	39
-7/6	2.577693409184576	39
-7/6	2.553727379985503	39
-7/6	2.463954186117917	39
-7/6	2.4545111889383406	39
-7/6	2.409303160111449	39
-7/6	2.3270816168369493	39
-7/6	2.311162259968114	39
-7/6	2.292937593865645	39
-7/6	2.2649567370390287	39
-7/6	2.18078017755397	39
-7/6	2.164515670934634	39
-7/6	2.1449404742597835	39
-7/6	2.099957202473888	39
-7/6	2.0671558729954995	39
-7/6	2.0459388323433814	39
-7/6	2.0321338307330734	39
-7/6	2.0049712756372173	39
-7/6	1.9786885340945446	39
-7/6	1.935011160614522	39
-7/6	1.8723982895280642	39
-7/6	1.8465027248457773	39
-7/6	1.808683613940957	39
-7/6	1.7927745869274077	39
-7/6	1.7859793229072238	39
-7/6	1.7617458200620604	39
-7/6	1.7182562100315408	39
-7/6	1.6733346157307096	39
-7/6	1.654165116342483	39
-7/6	1.6277023272559745	39
-7/6	1.5985295908940316	39
-7/6	1.5665616444093757	39
-7/6	1.5566759667744918	39
-7/6	1.539786721165001	39
-7/6	1.5037795648786414	39
-7/6	1.4638598987003206	39
-7/6	1.4486731010474614	39
-7/6	1.4296978165330074	39
-7/6	1.4083394742156088	39
-7/6	1.354810887340136	39
-7/6	1.3166731042183528	39
-7/6	1.3048663950430637	39
-7/6	1.2708531131938798	39
-7/6	1.2596978847032005	39
-7/6	1.2095138771619531	39
-7/6	1.1811803154159861	39
-7/6	1.167058035847731	39
-7/6	1.1486751833363087	39
-7/6	1.1257423607639794	39
-7/6	1.1010901370973443	39
-7/6	1.080815765504667	39
-7/6	1.0484550431101525	39
-7/6	1.0133260165057436	39
-7/6	0.9952550138477818	39
-7/6	0.9688969566486776	39
-7/6	0.9373748620600963	39
-7/6	0.9031156666060269	39
-7/6	0.8394650977934361	39
-7/6	0.7936907927942229	39
-7/6	0.7917644281806133	39
-7/6	0.783006222860422	39
-7/6	0.7613524890039116	39
-7/6	0.7417508087819442	39
-7/6	0.7177349138510181	39
-7/6	0.6874463177919097	39
-7/6	0.6797223671928805	39
-7/6	0.6379134164235438	39
-7/6	0.5980805749059073	39
-7/6	0.5869523003675567	39
-7/6	0.543115068856423	39
-7/6	3.7110784701580997	38
-7/6	3.6742799928833847	38
-7/6	3.52160662694223	38
-7/6	3.4104426730518753	38
-7/6	3.36267162628792	38
-7/6	3.3107629306832678	38
-7/6	3.2979067776141164	38
-7/6	3.21296651153898	38
-7/6	3.2008343693851202	38
-7/6	3.0921193255380786	38
-7/6	3.0294228719867533	38
-7/6	2.9637402458683937	38
-7/6	2.905904703598935	38
-7/6	2.8514773193674046	38
-7/6	2.8300604134929017	38
-7/6	2.8070118759860634	38
-7/6	2.733056536755612	38
-7/6	2.697824474751542	38
-7/6	2.645313429278758	38
-7/6	2.63352179996582	38
-7/6	2.6162946282602206	38
-7/6	2.5351326502386655	38
-7/6	2.509651818778366	38
-7/6	2.4422471303514612	38
-7/6	2.4056878428309574	38
-7/6	2.390158167141635	38
-7/6	2.332482852245448	38
-7/6	2.316585966862476	38
-7/6	2.3015909044152068	38
-7/6	2.278632922032557	38
-7/6	2.246610468839208	38
-7/6	2.230049810335913	38
-7/6	2.2077497880454757	38
-7/6	2.1381663507272606	38
-7/6	2.122296057852509	38
-7/6	2.0850268909671286	38
-7/6	2.059544934938458	38
-7/6	2.046045084927755	38
-7/6	2.0314698139191023	38
-7/6	1.9951101996666694	38
-7/6	1.9663119502729387	38
-7/6	1.9398203348937386	38
-7/6	1.902795500085631	38
-7/6	1.896327162925445	38
-7/6	1.881082554009481	38
-7/6	1.8464024916247581	38
-7/6	1.832381244716089	38
-7/6	1.7854928252891114	38
-7/6	1.7649585490944446	38
-7/6	1.7331517924649233	38
-7/6	1.7198317832080647	38
-7/6	1.6896829265788256	38
-7/6	1.6629301941757149	38
-7/6	1.6546699845021067	38
-7/6	1.6303075983087183	38
-7/6	1.6208225246846268	38
-7/6	1.5739156853342138	38
-7/6	1.5528179000648379	38
-7/6	1.5276749817603559	38
-7/6	1.5146213604894	38
-7/6	1.5065741988219088	38
-7/6	1.4810274959709204	38
-7/6	1.4381769975479983	38
-7/6	1.4313816553149081	38
-7/6	1.386989708425972	38
-7/6	1.3745927943018614	38
-7/6	1.3579159895234625	38
-7/6	1.3278057538336725	38
-7/6	1.2903125787379395	38
-7/6	1.2757466143993952	38
-7/6	1.2591803376926691	38
-7/6	1.2298124833578186	38
-7/6	1.2251006382284686	38
-7/6	1.2003996529856522	38
-7/6	1.1569714287252282	38
-7/6	1.1453234083164716	38
-7/6	1.1337130755891849	38
-7/6	1.1168571001726377	38
-7/6	1.091924242231471	38
-7/6	1.0736687845164852	38
-7/6	1.049768386681535	38
-7/6	1.0104002734369715	38
-7/6	0.9951269135817711	38
-7/6	0.9706219850704656	38
-7/6	0.9385886300551647	38
-7/6	0.9248053882038221	38
-7/6	0.9083608404762344	38
-7/6	0.8940744472347433	38
-7/6	0.8655425389333686	38
-7/6	0.8604055173855159	38
-7/6	0.818691408570885	38
-7/6	0.8038972792892309	38
-7/6	0.7533434531724197	38
-7/6	0.7474406798792188	38
-7/6	0.7145256536277884	38
-7/6	0.7044932988792425	38
-7/6	0.6565539944022021	38
-7/6	0.6463280362222577	38
-7/6	0.5793342770266463	38
-7/6	0.5557645449043775	38
-7/6	0.5219533424642577	38
-7/6	0.47430050212642527	38
-7/6	3.866851300601411	37
-7/6	3.835453809449973	37
-7/6	3.695315528977517	37
-7/6	3.559111594204296	37
-7/6	3.356405862050451	37
-7/6	3.2996169985926826	37
-7/6	3.224762351379468	37
-7/6	3.184984625189827	37
-7/6	3.1739100247104943	37
-7/6	3.1590229435932997	37
-7/6	3.0630251501243038	37
-7/6	3.035084658407868	37
-7/6	2.993480537457799	37
-7/6	2.953089465856465	37
-7/6	2.8762289954393054	37
-7/6	2.8604440047311073	37
-7/6	2.8476014192565344	37
-7/6	2.8253660028713057	37
-7/6	2.78307381783452	37
-7/6	2.7520624767275876	37
-7/6	2.6964055258104054	37
-7/6	2.669173897647852	37
-7/6	2.6666666666787933	37
-7/6	2.5919429594687244	37
-7/6	2.567419284965581	37
-7/6	2.5327976880944334	37
-7/6	2.510087278787978	37
-7/6	2.4733835022852872	37
-7/6	2.4203174940194003	37
-7/6	2.383166368035745	37
-7/6	2.37049410214604	37
-7/6	2.3361578901312896	37
-7/6	2.3102620994104655	37
-7/6	2.2863995285770216	37
-7/6	2.280405181714741	37
-7/6	2.2649370153958444	37
-7/6	2.204337330404087	37
-7/6	2.1925225741870236	37
-7/6	2.16713293682551	37
-7/6	2.1327420519046427	37
-7/6	2.1282222074078163	37
-7/6	2.0800657834442973	37
-7/6	2.072969865217601	37
-7/6	2.0391406420530984	37
-7/6	1.9950174139303272	37
-7/6	1.9838716965350613	37
-7/6	1.9713630409351026	37
-7/6	1.931143556132156	37
-7/6	1.9104485711322923	37
-7/6	1.890221155495965	37
-7/6	1.8694604734046152	37
